x-axis,1
second,Volt
-24.600000E-03,
-24.592188E-03,
-24.584375E-03,
-24.576563E-03,
-24.568750E-03,
-24.560938E-03,-10.863943351E+00
-24.553125E-03,-10.864119230E+00
-24.545313E-03,-10.863591592E+00
-24.537500E-03,-10.864383049E+00
-24.529688E-03,-10.864910688E+00
-24.521875E-03,-10.865614205E+00
-24.514063E-03,-10.865702145E+00
-24.506250E-03,-10.866053904E+00
-24.498438E-03,-10.865965964E+00
-24.490625E-03,-10.865790084E+00
-24.482813E-03,-10.866757421E+00
-24.475000E-03,-10.868164456E+00
-24.467188E-03,-10.869659431E+00
-24.459375E-03,-10.870538828E+00
-24.451563E-03,-10.872649381E+00
-24.443750E-03,-10.872825260E+00
-24.435938E-03,-10.873528778E+00
-24.428125E-03,-10.873616718E+00
-24.420313E-03,-10.873880537E+00
-24.412500E-03,-10.873704657E+00
-24.404688E-03,-10.874496115E+00
-24.396875E-03,-10.875199632E+00
-24.389063E-03,-10.876870486E+00
-24.381250E-03,-10.878277522E+00
-24.373438E-03,-10.879684557E+00
-24.365625E-03,-10.879860436E+00
-24.357813E-03,-10.880476014E+00
-24.350000E-03,-10.880300135E+00
-24.342188E-03,-10.881003652E+00
-24.334375E-03,-10.881355411E+00
-24.326563E-03,-10.882674506E+00
-24.318750E-03,-10.882850386E+00
-24.310938E-03,-10.884785059E+00
-24.303125E-03,-10.884257421E+00
-24.295313E-03,-10.884872999E+00
-24.287500E-03,-10.884697119E+00
-24.279688E-03,-10.885400637E+00
-24.271875E-03,-10.885488577E+00
-24.264063E-03,-10.885664456E+00
-24.256250E-03,-10.884872999E+00
-24.248438E-03,-10.884521240E+00
-24.240625E-03,-10.884697119E+00
-24.232813E-03,-10.885400637E+00
-24.225000E-03,-10.885840336E+00
-24.217188E-03,-10.887599129E+00
-24.209375E-03,-10.887862949E+00
-24.201563E-03,-10.888742346E+00
-24.193750E-03,-10.888478526E+00
-24.185938E-03,-10.890061441E+00
-24.178125E-03,-10.889533803E+00
-24.170313E-03,-10.890325260E+00
-24.162500E-03,-10.890940838E+00
-24.154688E-03,-10.891908175E+00
-24.146875E-03,-10.891820235E+00
-24.139063E-03,-10.892875511E+00
-24.131250E-03,-10.892963451E+00
-24.123438E-03,-10.893051391E+00
-24.115625E-03,-10.892347873E+00
-24.107813E-03,-10.893403150E+00
-24.100000E-03,-10.892347873E+00
-24.092188E-03,-10.893579029E+00
-24.084375E-03,-10.892875511E+00
-24.076563E-03,-10.892963451E+00
-24.068750E-03,-10.893491089E+00
-24.060938E-03,-10.893930788E+00
-24.053125E-03,-10.892875511E+00
-24.045313E-03,-10.893139330E+00
-24.037500E-03,-10.893930788E+00
-24.029688E-03,-10.893051391E+00
-24.021875E-03,-10.893403150E+00
-24.014063E-03,-10.892171994E+00
-24.006250E-03,-10.892611692E+00
-23.998438E-03,-10.891644356E+00
-23.990625E-03,-10.891732295E+00
-23.982813E-03,-10.891204657E+00
-23.975000E-03,-10.893051391E+00
-23.967188E-03,-10.892084054E+00
-23.959375E-03,-10.892259933E+00
-23.951563E-03,-10.891468476E+00
-23.943750E-03,-10.890940838E+00
-23.935938E-03,-10.890061441E+00
-23.928125E-03,-10.889182044E+00
-23.920313E-03,-10.889006165E+00
-23.912500E-03,-10.890852898E+00
-23.904688E-03,-10.890149381E+00
-23.896875E-03,-10.891556416E+00
-23.889063E-03,-10.891468476E+00
-23.881250E-03,-10.890940838E+00
-23.873438E-03,-10.890149381E+00
-23.865625E-03,-10.889709682E+00
-23.857813E-03,-10.889357923E+00
-23.850000E-03,-10.888918225E+00
-23.842188E-03,-10.887423250E+00
-23.834375E-03,-10.888214707E+00
-23.826563E-03,-10.887159431E+00
-23.818750E-03,-10.887159431E+00
-23.810938E-03,-10.887247371E+00
-23.803125E-03,-10.887159431E+00
-23.795313E-03,-10.885224758E+00
-23.787500E-03,-10.884257421E+00
-23.779688E-03,-10.883114205E+00
-23.771875E-03,-10.882586567E+00
-23.764063E-03,-10.881883049E+00
-23.756250E-03,-10.881443351E+00
-23.748438E-03,-10.879420738E+00
-23.740625E-03,-10.878277522E+00
-23.732813E-03,-10.877749883E+00
-23.725000E-03,-10.876518728E+00
-23.717188E-03,-10.874056416E+00
-23.709375E-03,-10.872033803E+00
-23.701563E-03,-10.869307672E+00
-23.693750E-03,-10.867988577E+00
-23.685938E-03,-10.866229783E+00
-23.678125E-03,-10.862888074E+00
-23.670313E-03,-10.860161944E+00
-23.662500E-03,-10.857084054E+00
-23.654688E-03,-10.854269984E+00
-23.646875E-03,-10.852599130E+00
-23.639063E-03,-10.851280034E+00
-23.631250E-03,-10.849785060E+00
-23.623438E-03,-10.847498627E+00
-23.615625E-03,-10.844948376E+00
-23.607813E-03,-10.842749884E+00
-23.600000E-03,-10.840023753E+00
-23.592188E-03,-10.834747371E+00
-23.584375E-03,-10.827008678E+00
-23.576563E-03,-10.815840336E+00
-23.568750E-03,-10.801594105E+00
-23.560938E-03,-10.784797623E+00
-23.553125E-03,-10.768177020E+00
-23.545313E-03,-10.754018729E+00
-23.537500E-03,-10.742938327E+00
-23.529688E-03,-10.738541342E+00
-23.521875E-03,-10.734320237E+00
-23.514063E-03,-10.730538830E+00
-23.506250E-03,-10.725350387E+00
-23.498438E-03,-10.717523754E+00
-23.490625E-03,-10.703277523E+00
-23.482813E-03,-10.682347875E+00
-23.475000E-03,-10.659659433E+00
-23.467188E-03,-10.642247373E+00
-23.459375E-03,-10.630375514E+00
-23.451563E-03,-10.624131796E+00
-23.443750E-03,-10.619119233E+00
-23.435938E-03,-10.612084057E+00
-23.428125E-03,-10.598365464E+00
-23.420313E-03,-10.577875515E+00
-23.412500E-03,-10.553692098E+00
-23.404688E-03,-10.534081545E+00
-23.396875E-03,-10.520099133E+00
-23.389063E-03,-10.512096621E+00
-23.381250E-03,-10.505325264E+00
-23.373438E-03,-10.496091596E+00
-23.365625E-03,-10.478151898E+00
-23.357813E-03,-10.452033808E+00
-23.350000E-03,-10.422749888E+00
-23.342188E-03,-10.406393104E+00
-23.334375E-03,-10.397511195E+00
-23.326563E-03,-10.390476019E+00
-23.318750E-03,-10.375526271E+00
-23.310938E-03,-10.348616723E+00
-23.303125E-03,-10.318189588E+00
-23.295313E-03,-10.297787578E+00
-23.287500E-03,-10.284772503E+00
-23.279688E-03,-10.274395618E+00
-23.271875E-03,-10.256104161E+00
-23.264063E-03,-10.229370493E+00
-23.256250E-03,-10.197008685E+00
