x-axis,1
second,Volt
-24.600000E-03,
-24.592188E-03,
-24.584375E-03,
-24.576563E-03,
-24.568750E-03,
-24.560938E-03,-10.265865468E+00
-24.553125E-03,-10.259357930E+00
-24.545313E-03,-10.252762453E+00
-24.537500E-03,-10.244847880E+00
-24.529688E-03,-10.237548885E+00
-24.521875E-03,-10.226468483E+00
-24.514063E-03,-10.217850393E+00
-24.506250E-03,-10.207737328E+00
-24.498438E-03,-10.202460946E+00
-24.490625E-03,-10.195425770E+00
-24.482813E-03,-10.188830293E+00
-24.475000E-03,-10.184169489E+00
-24.467188E-03,-10.180476021E+00
-24.459375E-03,-10.177925770E+00
-24.451563E-03,-10.175903157E+00
-24.443750E-03,-10.174672001E+00
-24.435938E-03,-10.173440846E+00
-24.428125E-03,-10.170890594E+00
-24.420313E-03,-10.168867981E+00
-24.412500E-03,-10.167724765E+00
-24.404688E-03,-10.167021248E+00
-24.396875E-03,-10.165174514E+00
-24.389063E-03,-10.162976022E+00
-24.381250E-03,-10.160425770E+00
-24.373438E-03,-10.156292605E+00
-24.365625E-03,-10.151367982E+00
-24.357813E-03,-10.145651901E+00
-24.350000E-03,-10.137737328E+00
-24.342188E-03,-10.128503660E+00
-24.334375E-03,-10.120677027E+00
-24.326563E-03,-10.111795118E+00
-24.318750E-03,-10.103792605E+00
-24.310938E-03,-10.094295118E+00
-24.303125E-03,-10.087172002E+00
-24.295313E-03,-10.079873007E+00
-24.287500E-03,-10.073541349E+00
-24.279688E-03,-10.068792606E+00
-24.271875E-03,-10.065890596E+00
-24.264063E-03,-10.062724766E+00
-24.256250E-03,-10.062548887E+00
-24.248438E-03,-10.061405671E+00
-24.240625E-03,-10.059207179E+00
-24.232813E-03,-10.057184566E+00
-24.225000E-03,-10.055777530E+00
-24.217188E-03,-10.054106676E+00
-24.209375E-03,-10.052787581E+00
-24.201563E-03,-10.051116726E+00
-24.193750E-03,-10.047423259E+00
-24.185938E-03,-10.041531299E+00
-24.178125E-03,-10.036166978E+00
-24.170313E-03,-10.028955923E+00
-24.162500E-03,-10.021832807E+00
-24.154688E-03,-10.011543862E+00
-24.146875E-03,-10.003453410E+00
-24.139063E-03,-9.993604164E+00
-24.131250E-03,-9.985777531E+00
-24.123438E-03,-9.975664466E+00
-24.115625E-03,-9.968805169E+00
-24.107813E-03,-9.961506175E+00
-24.100000E-03,-9.956581552E+00
-24.092188E-03,-9.952096627E+00
-24.084375E-03,-9.950689592E+00
-24.076563E-03,-9.949282557E+00
-24.068750E-03,-9.948930798E+00
-24.060938E-03,-9.947259944E+00
-24.053125E-03,-9.945677029E+00
-24.045313E-03,-9.943478537E+00
-24.037500E-03,-9.942862959E+00
-24.029688E-03,-9.941807682E+00
-24.021875E-03,-9.941192104E+00
-24.014063E-03,-9.938026275E+00
-24.006250E-03,-9.933893110E+00
-23.998438E-03,-9.927913210E+00
-23.990625E-03,-9.923516225E+00
-23.982813E-03,-9.915777532E+00
-23.975000E-03,-9.907775019E+00
-23.967188E-03,-9.896694617E+00
-23.959375E-03,-9.888076527E+00
-23.951563E-03,-9.877435824E+00
-23.943750E-03,-9.869785070E+00
-23.935938E-03,-9.861782558E+00
-23.928125E-03,-9.855099141E+00
-23.920313E-03,-9.848591603E+00
-23.912500E-03,-9.844106678E+00
-23.904688E-03,-9.839885573E+00
-23.896875E-03,-9.838214719E+00
-23.889063E-03,-9.836719744E+00
-23.881250E-03,-9.834609191E+00
-23.873438E-03,-9.832674518E+00
-23.865625E-03,-9.830388086E+00
-23.857813E-03,-9.829508689E+00
-23.850000E-03,-9.828189593E+00
-23.842188E-03,-9.824935824E+00
-23.834375E-03,-9.820890598E+00
-23.826563E-03,-9.816229794E+00
-23.818750E-03,-9.809986076E+00
-23.810938E-03,-9.801807684E+00
-23.803125E-03,-9.793805171E+00
-23.795313E-03,-9.783604166E+00
-23.787500E-03,-9.772875523E+00
-23.779688E-03,-9.761795121E+00
-23.771875E-03,-9.752473513E+00
-23.764063E-03,-9.744734820E+00
-23.756250E-03,-9.738139343E+00
-23.748438E-03,-9.732862961E+00
-23.740625E-03,-9.726971001E+00
-23.732813E-03,-9.725476026E+00
-23.725000E-03,-9.723453413E+00
-23.717188E-03,-9.721694619E+00
-23.709375E-03,-9.718528790E+00
-23.701563E-03,-9.716945876E+00
-23.693750E-03,-9.715187082E+00
-23.685938E-03,-9.709471001E+00
-23.678125E-03,-9.702084067E+00
-23.670313E-03,-9.693817735E+00
-23.662500E-03,-9.680978539E+00
-23.654688E-03,-9.668139344E+00
-23.646875E-03,-9.650903163E+00
-23.639063E-03,-9.638327786E+00
-23.631250E-03,-9.625752409E+00
-23.623438E-03,-9.617661957E+00
-23.615625E-03,-9.611682058E+00
-23.607813E-03,-9.609483565E+00
-23.600000E-03,-9.605526279E+00
-23.592188E-03,-9.600513716E+00
-23.584375E-03,-9.590136832E+00
-23.576563E-03,-9.573867988E+00
-23.568750E-03,-9.552586581E+00
-23.560938E-03,-9.532096631E+00
-23.553125E-03,-9.512310199E+00
-23.545313E-03,-9.500878039E+00
-23.537500E-03,-9.495074019E+00
-23.529688E-03,-9.489885577E+00
-23.521875E-03,-9.479860451E+00
-23.514063E-03,-9.461568994E+00
-23.506250E-03,-9.436594120E+00
-23.498438E-03,-9.412410703E+00
-23.490625E-03,-9.397988593E+00
-23.482813E-03,-9.387875527E+00
-23.475000E-03,-9.378905678E+00
-23.467188E-03,-9.365362965E+00
-23.459375E-03,-9.341971005E+00
-23.451563E-03,-9.313742362E+00
-23.443750E-03,-9.290438343E+00
-23.435938E-03,-9.275752413E+00
-23.428125E-03,-9.267046383E+00
-23.420313E-03,-9.254471006E+00
-23.412500E-03,-9.230815228E+00
-23.404688E-03,-9.203290102E+00
-23.396875E-03,-9.180425781E+00
-23.389063E-03,-9.161694625E+00
-23.381250E-03,-9.151405681E+00
-23.373438E-03,-9.134521259E+00
-23.365625E-03,-9.106644375E+00
-23.357813E-03,-9.074810204E+00
-23.350000E-03,-9.053616737E+00
-23.342188E-03,-9.042272516E+00
-23.334375E-03,-9.026355431E+00
-23.326563E-03,-8.996631813E+00
-23.318750E-03,-8.964094125E+00
-23.310938E-03,-8.941141864E+00
-23.303125E-03,-8.927599150E+00
-23.295313E-03,-8.907373020E+00
-23.287500E-03,-8.872724779E+00
-23.279688E-03,-8.840275031E+00
-23.271875E-03,-8.823302669E+00
-23.264063E-03,-8.808704679E+00
-23.256250E-03,-8.783641866E+00
