x-axis,1,2
second,Volt,Volt
-167.4000E-06,-1.9272040827E+00,-1.8472215824E+00
-167.0500E-06,-1.8283073132E+00,-1.7613576340E+00
-166.7000E-06,-1.5812923787E+00,-1.5282416423E+00
-166.3500E-06,-1.1948617231E+00,-1.1673068258E+00
-166.0000E-06,-707.8571887E-03,-707.2009049E-03
-165.6500E-06,-162.8638330E-03,-185.2411677E-03
-165.3000E-06,+387.0962406E-03,+343.4303076E-03
-164.9500E-06,+910.0836735E-03,+845.8379864E-03
-164.6000E-06,+1.3487515204E+00,+1.2706879978E+00
-164.2500E-06,+1.6717819460E+00,+1.5882093027E+00
-163.9000E-06,+1.8491359944E+00,+1.7671910659E+00
-163.5500E-06,+1.8695166951E+00,+1.7951868526E+00
-163.2000E-06,+1.7303041571E+00,+1.6702948769E+00
-162.8500E-06,+1.4437454871E+00,+1.4028032524E+00
-162.5000E-06,+1.0270814416E+00,+1.0113036224E+00
-162.1500E-06,+521.3547243E-03,+534.1790535E-03
-161.8000E-06,-25.2416705E-03,+9.0681944E-03
-161.4500E-06,-576.1768903E-03,-519.6988232E-03
-161.1000E-06,-1.0807579874E+00,-1.0075865634E+00
-160.7500E-06,-1.4922458594E+00,-1.4077007458E+00
-160.4000E-06,-1.7806487908E+00,-1.6913441051E+00
-160.0500E-06,-1.9137815434E+00,-1.8331846536E+00
-159.7000E-06,-1.8940327900E+00,-1.8221947166E+00
-159.3500E-06,-1.7192893398E+00,-1.6584036756E+00
-159.0000E-06,-1.3933384507E+00,-1.3548557715E+00
-158.6500E-06,-952.5207953E-03,-938.7113969E-03
-158.3000E-06,-429.9775792E-03,-441.6007988E-03
-157.9500E-06,+123.2960787E-03,+87.0926870E-03
-157.6000E-06,+666.0698683E-03,+610.4175900E-03
-157.2500E-06,+1.1485620239E+00,+1.0759883038E+00
-156.9000E-06,+1.5314416418E+00,+1.4494135491E+00
-156.5500E-06,+1.7847365080E+00,+1.6986099728E+00
-156.2000E-06,+1.8819487864E+00,+1.8014049093E+00
-155.8500E-06,+1.8148926241E+00,+1.7494749935E+00
-155.5000E-06,+1.6022228425E+00,+1.5479867829E+00
-155.1500E-06,+1.2408338215E+00,+1.2124231186E+00
-154.8000E-06,+777.4239701E-03,+773.8089683E-03
-154.4500E-06,+240.1537395E-03,+263.8540064E-03
-154.1000E-06,-312.8932226E-03,-265.7646764E-03
-153.7500E-06,-847.5384847E-03,-781.8627309E-03
-153.4000E-06,-1.3080712048E+00,-1.2283331088E+00
-153.0500E-06,-1.6571052037E+00,-1.5710366185E+00
