x-axis,1,2
second,Volt,Volt
-165.1000E-06,+733.4339575E-03,+674.2765579E-03
-164.7500E-06,+1.1954470865E+00,+1.1224465027E+00
-164.4000E-06,+1.5539035566E+00,+1.4727485744E+00
-164.0500E-06,+1.7781066365E+00,+1.6968193971E+00
-163.7000E-06,+1.8527755858E+00,+1.7748899675E+00
-163.3500E-06,+1.7642060623E+00,+1.7015783716E+00
-163.0000E-06,+1.5304331729E+00,+1.4809853885E+00
-162.6500E-06,+1.1586919718E+00,+1.1328984195E+00
-162.3000E-06,+689.5520594E-03,+690.3628317E-03
-161.9500E-06,+153.7433178E-03,+180.6007260E-03
-161.6000E-06,-388.3458779E-03,-338.5474107E-03
-161.2500E-06,-908.5854537E-03,-839.3010891E-03
-160.9000E-06,-1.3471837638E+00,-1.2659937467E+00
-160.5500E-06,-1.6722811947E+00,-1.5875387023E+00
-160.2000E-06,-1.8591615213E+00,-1.7753982293E+00
-159.8500E-06,-1.8937880465E+00,-1.8144852835E+00
-159.5000E-06,-1.7651964618E+00,-1.7021220129E+00
-159.1500E-06,-1.4957180295E+00,-1.4474546584E+00
-158.8000E-06,-1.0959379843E+00,-1.0703766680E+00
-158.4500E-06,-603.6149669E-03,-603.9888824E-03
-158.1000E-06,-61.3322959E-03,-85.6449386E-03
-157.7500E-06,+481.0959312E-03,+433.4075319E-03
-157.4000E-06,+981.3506248E-03,+917.7470180E-03
-157.0500E-06,+1.3988400768E+00,+1.3204861043E+00
-156.7000E-06,+1.6899720960E+00,+1.6086796986E+00
-156.3500E-06,+1.8399618418E+00,+1.7569258026E+00
-156.0000E-06,+1.8318635897E+00,+1.7575756631E+00
-155.6500E-06,+1.6631562052E+00,+1.6076358610E+00
-155.3000E-06,+1.3541189187E+00,+1.3189367724E+00
-154.9500E-06,+927.7759424E-03,+915.8216546E-03
-154.6000E-06,+420.2184618E-03,+433.8184099E-03
-154.2500E-06,-127.2196267E-03,-89.2016243E-03
-153.9000E-06,-663.6639500E-03,-605.2473175E-03
-153.5500E-06,-1.1489132775E+00,-1.0722788633E+00
-153.2000E-06,-1.5351617214E+00,-1.4484158917E+00
-152.8500E-06,-1.7898161000E+00,-1.7043989206E+00
-152.5000E-06,-1.8988695660E+00,-1.8173311920E+00
-152.1500E-06,-1.8501424118E+00,-1.7768026889E+00
-151.8000E-06,-1.6451357432E+00,-1.5878740348E+00
-151.4500E-06,-1.3031769418E+00,-1.2685335104E+00
-151.1000E-06,-853.5627107E-03,-841.9626538E-03
-150.7500E-06,-326.7589396E-03,-340.0167605E-03
