x-axis,1,2
second,Volt,Volt
-1.60000E-06,+4.49619963206E+00,+4.47107400419E+00
-1.58520E-06,+4.49619963206E+00,+4.45599862747E+00
-1.57040E-06,+4.49619963206E+00,+4.47375407116E+00
-1.55560E-06,+4.49619963206E+00,+4.45599862747E+00
-1.54080E-06,+4.49619963206E+00,+4.47609912977E+00
-1.52600E-06,+4.49619963206E+00,+4.45599862747E+00
-1.51120E-06,+4.49619963206E+00,+4.47308405442E+00
-1.49640E-06,+4.49184452323E+00,+4.46035373630E+00
-1.48160E-06,+4.49619963206E+00,+4.47040398745E+00
-1.46680E-06,+4.48916445626E+00,+4.47609912977E+00
-1.45200E-06,+4.49619963206E+00,+4.47609912977E+00
-1.43720E-06,+4.49619963206E+00,+4.45599862747E+00
-1.42240E-06,+4.49619963206E+00,+4.45599862747E+00
-1.40760E-06,+4.49619963206E+00,+4.45599862747E+00
-1.39280E-06,+4.48983447300E+00,+4.45599862747E+00
-1.37800E-06,+4.48112425534E+00,+4.45599862747E+00
-1.36320E-06,+4.49619963206E+00,+4.47241403768E+00
-1.34840E-06,+4.49619963206E+00,+4.45834368607E+00
-1.33360E-06,+4.49619963206E+00,+4.47609912977E+00
-1.31880E-06,+4.49619963206E+00,+4.45599862747E+00
-1.30400E-06,+4.49619963206E+00,+4.47609912977E+00
-1.28920E-06,+4.49619963206E+00,+4.45901370281E+00
-1.27440E-06,+4.49619963206E+00,+4.47609912977E+00
-1.25960E-06,+4.49619963206E+00,+4.47609912977E+00
-1.24480E-06,+4.49619963206E+00,+4.47609912977E+00
-1.23000E-06,+4.49619963206E+00,+4.47609912977E+00
-1.21520E-06,+4.49619963206E+00,+4.47609912977E+00
-1.20040E-06,+4.49619963206E+00,+4.45599862747E+00
-1.18560E-06,+4.49619963206E+00,+4.46839393722E+00
-1.17080E-06,+4.49619963206E+00,+4.45599862747E+00
-1.15600E-06,+4.48112425534E+00,+4.47107400419E+00
-1.14120E-06,+4.49619963206E+00,+4.45599862747E+00
-1.12640E-06,+4.49619963206E+00,+4.47375407116E+00
-1.11160E-06,+4.49619963206E+00,+4.47609912977E+00
-1.09680E-06,+4.51596512599E+00,+4.45633363584E+00
-1.08200E-06,+4.51462509250E+00,+4.45599862747E+00
-1.06720E-06,+4.49619963206E+00,+4.45599862747E+00
-1.05240E-06,+4.49619963206E+00,+4.47174402094E+00
-1.03760E-06,+4.49619963206E+00,+4.45599862747E+00
-1.02280E-06,+4.49619963206E+00,+4.45599862747E+00
-1.00800E-06,+4.49619963206E+00,+4.47609912977E+00
