x-axis,1,2
second,Volt,Volt
-6.00000E-06,,
-5.94800E-06,,
-5.89600E-06,,
-5.84400E-06,,
-5.79200E-06,,
-5.74000E-06,,
-5.68800E-06,+1.73360550951E+00,+1.61300249572E+00
-5.63600E-06,+1.72355525836E+00,+1.60295224458E+00
-5.58400E-06,+1.73109294672E+00,+1.61048993294E+00
-5.53200E-06,+1.72355525836E+00,+1.60295224458E+00
-5.48000E-06,+1.73234922811E+00,+1.59164571203E+00
-5.42800E-06,+1.72104269557E+00,+1.59164571203E+00
-5.37600E-06,+1.71350500721E+00,+1.57405777252E+00
-5.32400E-06,+1.72104269557E+00,+1.60043968179E+00
-5.27200E-06,+1.71350500721E+00,+1.61048993294E+00
-5.22000E-06,+1.73234922811E+00,+1.61174621433E+00
-5.16800E-06,+1.71350500721E+00,+1.59290199343E+00
-5.11600E-06,+1.72104269557E+00,+1.60043968179E+00
-5.06400E-06,+1.73234922811E+00,+1.59164571203E+00
-5.01200E-06,+1.71224872582E+00,+1.60295224458E+00
-4.96000E-06,+1.71350500721E+00,+1.59290199343E+00
-4.90800E-06,+1.72355525836E+00,+1.61174621433E+00
-4.85600E-06,+1.71350500721E+00,+1.61048993294E+00
-4.80400E-06,+1.73234922811E+00,+1.61174621433E+00
-4.75200E-06,+1.71224872582E+00,+1.59164571203E+00
-4.70000E-06,+1.73234922811E+00,+1.59164571203E+00
-4.64800E-06,+1.73234922811E+00,+1.59164571203E+00
-4.59600E-06,+1.71224872582E+00,+1.60043968179E+00
-4.54400E-06,+1.71224872582E+00,+1.61048993294E+00
-4.49200E-06,+1.73234922811E+00,+1.61174621433E+00
-4.44000E-06,+1.73109294672E+00,+1.61048993294E+00
-4.38800E-06,+1.72104269557E+00,+1.59164571203E+00
-4.33600E-06,+1.71350500721E+00,+1.60923365154E+00
-4.28400E-06,+1.71224872582E+00,+1.61174621433E+00
-4.23200E-06,+1.73234922811E+00,+1.59164571203E+00
-4.18000E-06,+1.72355525836E+00,+1.60295224458E+00
-4.12800E-06,+1.73109294672E+00,+1.59290199343E+00
-4.07600E-06,+1.72355525836E+00,+1.59164571203E+00
-4.02400E-06,+1.71350500721E+00,+1.59164571203E+00
-3.97200E-06,+1.72104269557E+00,+1.60043968179E+00
-3.92000E-06,+1.71224872582E+00,+1.61174621433E+00
-3.86800E-06,+1.72104269557E+00,+1.61174621433E+00
-3.81600E-06,+1.73234922811E+00,+1.61174621433E+00
-3.76400E-06,+1.71224872582E+00,+1.60295224458E+00
-3.71200E-06,+1.71224872582E+00,+1.59290199343E+00
